Indicator Name,Indicator Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,"Gambia, The",GMB,62.750327874,69.157127407,70.020263975,71.862218212,68.30488414,74.543988524,85.371925567,89.888864615,93.724120224,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Georgia,GEO,237.24260603,262.4767863,302.443916,335.93507769,380.14838049,439.9288715,487.21140165,524.31816511,564.01027627,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Germany,DEU,3095.9434404,3166.9771809,3362.3360317,3566.9619993,3722.5013054,3966.6927697,4226.9770521,4341.6511607,4371.4182707,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Ghana,GHA,51.774926911,69.417590648,84.785299398,67.694733326,83.272854037,83.725793879,76.423589352,85.246057937,90.012327315,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Greece,GRC,2027.7972342,2090.3593834,2352.4985648,2609.5612016,2723.1599203,3227.218803,3276.4376336,3068.952129,2918.0299921,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Greenland,GRL,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Grenada,GRD,564.88118428,503.35917478,609.21695923,648.49317796,669.35794,675.47173123,673.41288821,631.64320172,687.92450745,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Guam,GUM,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Guatemala,GTM,240.47856833,250.02966252,261.99551317,316.64005966,331.28202532,329.08261594,331.53098825,326.80514319,333.98439394,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Guinea,GIN,33.144701634,36.916187062,52.206902308,56.14199164,63.090089944,66.801082342,68.96597998,67.317141948,67.206718946,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Guinea-Bissau,GNB,53.253529417,51.505707329,56.110449198,60.886351522,65.224810911,66.365138356,69.704177317,81.86475921,73.930490617,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Guyana,GUY,132.00893001,134.76046812,138.15790438,115.87203168,120.44788771,210.44658023,210.30478647,193.91397024,230.37611042,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Haiti,HTI,53.709550009,55.389357315,45.098093389,60.703448442,60.53997916,62.211584968,75.337179203,75.587018298,93.71569067,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Honduras,HND,236.38983798,240.68928364,251.93380531,269.6959325,298.79139695,332.09444288,348.66239351,340.04208465,350.65027922,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,"Hong Kong SAR, China",HKG,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Hungary,HUN,1314.8008385,1330.505954,1433.5979008,1511.1711029,1452.920108,1524.7017392,1559.45363,1601.3018005,1669.262038,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Iceland,ISL,3267.24515,3397.5586821,3325.0582571,3316.3441512,3417.4529505,3620.4203531,3537.8766531,3230.4647598,3263.6404403,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,India,IND,78.094497272,89.456277468,93.853013088,98.830177069,106.11083092,112.42602434,121.78946997,126.38517231,141.12453751,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Indonesia,IDN,68.30049614,68.07292501,87.709267469,98.292746583,113.37019748,110.21010007,115.97831497,122.80353387,126.88537234,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,"Iran, Islamic Rep.",IRN,484.97420715,531.96016501,599.10943425,647.7668973,696.69614093,754.18994304,734.93328024,796.96490869,929.15869188,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Iraq,IRQ,74.52622644,152.1002995,122.01580485,119.33908873,135.7494273,158.57736315,347.42098998,345.52251451,368.51504493,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Ireland,IRL,2539.8323759,2761.284255,2939.8960794,3180.0067899,3472.1128626,3760.1814094,3752.8086316,3719.5138997,3893.5266077,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Isle of Man,IMY,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Israel,ISR,1754.5306536,1835.8263479,1813.3130381,1813.0576972,1941.1359848,1970.9964111,1955.2686591,2040.7214459,2171.8903136,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Italy,ITA,2265.0030477,2371.6898313,2516.0682001,2726.9783427,2768.9554896,3004.3570377,3055.8361831,3046.4543393,3129.5439207,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Jamaica,JAM,304.11492334,331.96421146,284.78396816,307.2486667,364.24010198,410.48724153,381.813846,396.93573308,391.55745428,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Japan,JPN,2233.9188885,2344.6354912,2490.8032976,2606.8614186,2746.19803,2877.6159026,3038.7575481,3120.397115,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Jordan,JOR,342.95155135,372.79600723,383.00829157,379.22496371,429.04903201,479.19120523,539.1783875,493.31012314,504.82466101,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Kazakhstan,KAZ,254.88553583,305.19140202,353.43278162,387.60141389,372.89044868,440.36763201,514.9151676,527.70989447,533.61146767,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Kenya,KEN,53.35193011,54.171554081,58.750675724,65.007931371,68.33470311,65.405941137,73.103668641,72.100841029,77.081901487,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Kiribati,KIR,217.37136634,238.97733497,229.40268733,252.60160141,323.6536845,305.53767418,294.6799624,262.07163485,254.50971248,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,"Korea, Dem. Rep.",PRK,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,"Korea, Rep.",KOR,1045.5451037,1135.4548899,1290.6153621,1466.2673231,1644.9084623,1723.4582367,1863.9292821,2035.4023381,2180.6877646,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Kosovo,KSV,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Kuwait,KWT,1060.5680363,997.77148411,950.28791129,941.91459642,917.07385525,1051.7810418,1671.2801202,1132.5350839,1308.6732238,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Kyrgyz Republic,KGZ,84.864323279,95.683582998,102.61100964,125.28667091,141.28092749,136.53985646,156.89005748,151.55215457,160.69793288,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Lao PDR,LAO,70.971030074,70.991485972,72.746715952,79.657202158,84.547084687,90.388941835,85.649952825,67.163756164,77.938252597,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Latvia,LVA,651.08122108,766.01792347,828.39943499,1015.6193453,1200.0449147,1191.7649038,1092.592147,1157.4408085,1178.6818223,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Lebanon,LBN,704.98551863,773.92151578,772.56400213,787.92941079,887.90533729,886.04501249,922.9135254,871.70698427,923.78991535,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Lesotho,LSO,77.859743658,87.541526608,83.875132254,99.863476904,124.95320428,138.86745549,157.58566823,183.78257533,218.77670135,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Liberia,LBR,11.287098711,27.600248615,27.783732539,41.033231352,43.694561894,54.163462811,90.327993392,88.042025256,112.42392189,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Libya,LBY,510.46306688,418.50704018,375.10300198,363.68289387,369.94218911,341.33912723,583.01330409,572.69405853,340.81252744,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Liechtenstein,LIE,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Lithuania,LTU,783.87663632,739.23264988,832.23865829,1000.1119106,1138.6090354,1297.6270718,1281.2442746,1285.5433102,1337.0130484,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Luxembourg,LUX,4654.0093625,5330.5934853,5430.32288,6087.86687,6029.040122,6067.8017084,6563.8171028,6711.8725301,6876.0871991,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,"Macao SAR, China",MAC,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,"Macedonia, FYR",MKD,597.54733535,612.54163712,636.79203807,687.81746147,652.29812895,705.39241095,733.81498021,758.45081937,789.39631357,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Madagascar,MDG,27.811518788,30.193691396,32.112316578,36.14099145,40.132127511,37.510446816,35.838994794,34.552153441,39.55420384,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Malawi,MWI,37.583533665,48.879536451,52.887567647,62.644928992,51.792936525,69.650706092,74.877293863,74.10285693,76.989963258,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Malaysia,MYS,423.37179694,422.16787563,411.10834041,484.37918151,505.86680597,531.89687536,630.2621163,644.51540914,558.57697319,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Maldives,MDV,306.82842585,334.71719546,372.53224673,429.38703174,454.62254357,634.85124878,610.39499153,510.13308949,759.65628375,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Mali,MLI,49.452486877,53.447142733,58.008500148,63.819783917,67.7113195,68.006860171,70.791640368,69.108019143,73.239901751,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Malta,MLT,1654.0506644,1738.7002931,1952.4668223,2085.7597029,2040.2026782,2112.6739745,2182.356652,2290.0771708,2443.1974606,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Marshall Islands,MHL,283.32090259,311.17182454,310.60160446,340.37044769,371.13841898,387.75984101,389.06389693,374.33451769,383.49278664,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Mauritania,MRT,70.058313565,81.831888057,76.160826138,71.140537207,84.495060696,94.316084969,126.35449007,137.93175306,128.92414183,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Mauritius,MUS,363.15940161,415.99324189,466.94950909,538.57235665,599.85199447,652.42324786,730.08252089,835.46416496,841.94723914,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Mexico,MEX,629.20185944,688.96840481,731.5929425,781.06369769,836.98043789,891.53113857,921.58280673,961.82697055,940.10190748,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,"Micronesia, Fed. Sts.",FSM,279.59047945,301.08370653,369.83008906,372.97519849,376.76610877,403.18660042,423.86469826,452.544644,461.49612961,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Moldova,MDA,159.4350331,179.83508584,215.88295541,271.84674809,296.08399039,342.76414177,356.90063021,361.87244888,385.54774636,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Monaco,MCO,3705.1103521,4015.0353756,4183.1453138,4331.2566568,4512.4907693,5443.2119493,5901.6538316,5914.630942,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Mongolia,MNG,152.61714094,163.20729453,150.76962559,151.19045982,186.13583457,225.08418392,219.90546372,221.39034993,250.50460167,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Montenegro,MNE,650.19228413,662.91724307,716.84888047,851.82821626,961.20101447,1086.069202,1210.023947,1153.9087666,1253.5706925,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Morocco,MAR,166.45473293,176.26851976,179.83719925,205.12607875,223.69879323,236.50575929,259.29130301,279.23167806,303.56055991,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Mozambique,MOZ,35.898670655,35.875023441,45.981656381,46.685714591,46.06473166,45.303705403,54.017510494,57.302292147,64.665451236,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Myanmar,MMR,19.963088519,20.474016295,19.52533863,22.11295915,22.096524118,24.895530521,26.519563893,26.001756666,27.864570959,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Namibia,NAM,287.64003471,323.72083291,380.96905459,406.63736183,417.47295811,427.41043455,430.15876764,360.00267576,364.79649651,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Nepal,NPL,47.088682176,54.905547532,58.661379811,57.459361792,53.127213054,62.212197961,63.165170876,60.603355355,68.32837523,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Netherlands,NLD,3098.4950512,3309.2291849,3451.0314053,3703.0619652,4411.1332373,4730.0775752,4934.7207074,5111.6661598,5122.5488457,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,New Caledonia,NCL,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,New Zealand,NZL,1841.0054039,1967.6679464,2117.1604154,2380.3505987,2439.7357727,2691.6392534,2930.6795745,2992.3970838,3032.6610623,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Nicaragua,NIC,162.96442359,174.4941981,185.19923905,203.69434196,237.77467957,251.91166888,268.68418674,275.50212641,295.63995925,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Niger,NER,20.754297152,21.721501541,35.948630342,38.903120486,35.328171933,37.055744693,37.054978382,36.004593763,39.321241694,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Nigeria,NGA,112.02378374,114.6133906,115.52330787,110.01776785,140.95103795,134.66287258,151.87288777,128.00020969,139.44771202,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Northern Mariana Islands,MNP,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Norway,NOR,3834.704222,4077.1937796,4304.1329954,4611.2606703,4886.787251,5244.6818451,5350.9068023,5390.5520481,5673.7607173,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Oman,OMN,755.55584791,740.49844795,683.34807842,656.46105396,747.55014595,617.75543556,810.44073817,590.6067142,684.96537959,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Pakistan,PAK,51.909297523,56.051734601,59.674592068,63.841478991,74.12136404,83.745158737,74.535378623,74.776009555,69.348487205,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Palau,PLW,1217.6576746,1416.565449,1409.697877,1494.9339817,1573.6695162,1532.4829087,1466.8727845,1605.3249094,1599.6029255,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Panama,PAN,589.91056329,681.1571315,685.97929505,706.63247482,770.53531082,925.64459629,1056.4167447,1220.8090363,1283.7610366,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Papua New Guinea,PNG,70.839224829,82.388919502,74.544358256,67.242879903,86.914925766,100.98354096,97.387671707,101.01104256,115.2183058,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Paraguay,PRY,258.04817705,255.22125953,253.38063444,270.48108497,281.6459023,291.7714367,375.49228278,493.35773778,526.46641464,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Peru,PER,247.64703867,255.64025815,284.88913598,317.39964742,395.94237974,497.29596191,465.95576555,463.34476724,496.15729161,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Philippines,PHL,86.717149592,91.623848255,106.60501837,112.31481891,136.42215675,141.86503665,153.94176643,163.86183874,168.62089959,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Poland,POL,748.18731596,807.12293237,856.611188,934.8895393,1061.3415599,1241.2676087,1365.2381164,1377.3581488,1422.6998816,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Portugal,PRT,1893.7428388,1995.0460166,2212.3971126,2304.2279343,2418.693348,2548.4849158,2697.1162772,2729.0776704,2624.3807684,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Puerto Rico,PRI,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Qatar,QAT,3007.1189482,2977.1185864,2486.3151035,2174.3304156,1870.9961301,1472.2677475,1964.6194091,1620.9135534,1707.1984455,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Romania,ROM,409.4640147,479.07781149,516.28325665,567.63963722,670.26739741,814.70280513,826.26924701,881.27275149,901.48027999,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Russian Federation,RUS,518.04130871,530.07174146,614.79077781,787.46670819,893.25843908,1033.684801,1156.0323876,1277.2854951,1316.3205872,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Rwanda,RWA,44.402872893,47.285604398,54.861294543,92.611127257,91.78347795,99.379970852,110.0369211,120.48951492,134.64085201,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Samoa,WSM,171.08395636,175.95285944,189.66306567,207.99152363,239.77994021,242.36685653,230.47012976,274.84256785,321.31975603,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,San Marino,SMR,2941.2416354,3099.4839673,3153.9871097,3294.4622413,3461.8393603,3653.3928825,3272.5899984,3177.9375565,3279.4294992,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Sao Tome and Principe,STP,154.20694247,157.86092605,155.3811217,133.92531474,123.5470855,124.86382205,155.87621059,150.64254534,164.0624198,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Saudi Arabia,SAU,748.84450524,716.02903617,723.43283524,786.7269596,805.9601027,688.08171439,903.5220714,914.41415551,901.36277057,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Senegal,SEN,80.460305462,90.074231274,90.453745499,99.883692344,102.80451005,108.38853935,107.76918091,111.15272885,118.50202775,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Serbia,SRB,609.90311735,675.38360831,771.0063242,889.73727133,1048.7208028,1195.0059465,1165.5027203,1176.4375565,1195.2214137,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Seychelles,SYC,791.1567077,836.4761617,717.04859488,756.58220107,770.12904793,715.70042427,691.12898667,805.63087075,989.37047757,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Sierra Leone,SLE,53.615430267,94.328465819,104.27605014,97.904240211,134.26642723,140.97410968,175.88413306,171.30116873,165.24126385,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Singapore,SGP,1463.4215656,1426.5716402,1813.9313638,1900.324452,1985.9777196,2377.7004001,2621.828284,2591.6998192,2786.9630419,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Sint Maarten (Dutch part),SXM,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Slovak Republic,SVK,791.27631644,1056.6778935,1139.4709831,1350.7227664,1619.0100622,1861.9013082,2066.7649644,2096.5554921,2087.8966752,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Slovenia,SVN,1772.6565814,1856.9071191,1959.7721059,2105.2884817,2132.9019104,2415.1271685,2521.8897901,2429.4379215,2518.8728551,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Solomon Islands,SLB,112.01335644,110.54375,162.39525778,148.99788488,143.12232908,147.62465368,200.87497905,199.83438689,259.85986068,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Somalia,SOM,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,South Africa,ZAF,642.21154806,703.49796873,746.71498698,780.90717998,766.26643219,827.13625215,886.07334244,914.51631782,942.49911557,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,South Sudan,SSD,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Spain,ESP,2025.5736935,2135.1085417,2274.0508783,2555.3119976,2738.9408545,2963.0214003,3095.5956632,3057.0603138,3040.7799,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Sri Lanka,LKA,118.64609882,137.21268618,144.48198825,157.95579378,158.50933639,159.87697523,162.44159639,174.5475805,191.36237417,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,St. Kitts and Nevis,KNA,501.96375492,516.05323251,559.37642114,702.80235422,626.77058842,623.02562837,605.95948177,695.77072199,671.05876089,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,St. Lucia,LCA,487.09196529,531.93933232,570.87363726,635.57493476,718.62890301,799.36565012,718.60990099,703.12308569,674.87323234,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,St. Martin (French part),MAF,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,St. Vincent and the Grenadines,VCT,299.82055943,312.58482369,323.56849611,387.97295386,414.82633882,502.52828866,545.83120207,499.44185403,532.77347567,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Sudan,SDN,56.299954466,61.342231902,63.944138657,87.405074522,120.25191791,146.89523039,156.7392373,161.72069023,179.55070887,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Suriname,SUR,344.85730595,394.88705256,415.23826795,403.88999489,402.29083989,423.08189997,451.61977545,449.22139259,540.88351929,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Swaziland,SWZ,236.53282328,253.22804711,306.39744484,323.97566696,345.92227235,414.33740139,452.77269722,410.68769735,433.51464886,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Sweden,SWE,2832.1274392,2953.0337623,2963.2413243,3194.6628843,3431.1834489,3655.6655467,3711.1470836,3759.6241745,3869.5124316,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Switzerland,CHE,3744.2464432,3901.4024801,3980.9756929,4210.8303513,4539.3073762,4892.5889284,5097.9571454,5296.7135742,5564.2467916,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Syrian Arab Republic,SYR,185.32377208,173.20487783,169.87246182,167.41237747,177.09797506,164.74712535,182.37294771,174.52383094,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Tajikistan,TJK,52.518069392,57.070763889,72.569662996,63.188668653,85.458017163,109.18520102,120.08159683,128.70537304,135.37904039,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Tanzania,TZA,33.436836772,33.144062768,41.760131635,72.699376634,67.946149354,68.302348902,74.474526824,100.18722521,107.41214181,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Thailand,THA,206.44430545,219.11955341,236.85586297,250.78367479,274.44108481,317.80506721,327.7725745,330.66903602,353.29338879,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Timor-Leste,TMP,90.469624423,99.23013959,97.558397888,109.02168038,105.45104637,104.00980734,92.95866216,83.932730054,82.064072773,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Togo,TGO,45.614139252,49.448236246,56.214734296,57.966922226,60.275354765,61.505354701,69.964468169,73.995216172,80.096983761,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Tonga,TON,201.03994778,196.09304845,269.71358857,234.57965835,291.17120948,280.45015569,207.48685477,226.03791586,245.37064045,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Trinidad and Tobago,TTO,823.76680684,920.43353448,1135.8341407,1158.1072327,1209.7308991,1138.480815,1621.2119043,1615.1647075,1487.8495653,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Tunisia,TUN,339.11921758,384.25237859,404.55940239,442.63117464,478.22903481,503.78835243,531.68815915,543.51668855,584.16076983,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Turkey,TUR,469.29768228,545.82712377,620.83833834,749.5731106,839.31782771,912.46948421,972.28967506,1039.0976089,1160.5230665,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Turkmenistan,TKM,132.95832672,151.06811438,140.60772725,118.61597923,129.86499948,132.19677991,179.21770017,218.80582925,251.04792533,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Turks and Caicos Islands,TCA,,,,,,,,,,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Tuvalu,TUV,494.39247181,393.81624346,415.12407951,464.21602622,443.92988197,373.11258879,341.12601768,383.68078289,468.78503846,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Uganda,UGA,60.952394766,67.544393298,83.560664632,96.443769018,101.91719065,103.15752409,114.94630204,117.02486514,127.98331376,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,Ukraine,UKR,312.98738413,346.51848695,359.30256662,399.67302485,444.12528329,487.8520097,496.82473243,526.76863585,527.51936159,
"Health expenditure per capita, PPP (constant 2005 international $)",SH.XPD.PCAP.PP.KD,United Arab Emirates,ARE,1108.7242632,1071.6121989,932.47825557,931.86875394,944.92988982,923.52623887,2158.7590281,1562.1302459,1732.1327415,
